10;11;12;20;21;22;30;31;32;40;41;42;50;51;52;60;61;62
511;390;420;511;289;366;511;390;420;511;731;653;511;632;605;511;731;653
522;389;411;499;290;368;518;394;433;518;723;639;499;632;603;522;738;665
532;388;402;486;291;370;526;398;446;526;714;624;486;631;601;532;745;676
543;387;393;474;293;373;533;403;459;533;706;609;474;631;599;543;752;688
553;386;384;462;294;375;541;407;472;541;697;595;462;630;597;553;759;699
568;386;379;451;320;394;546;414;489;546;669;566;451;629;591;568;728;689
582;387;374;440;346;412;551;422;506;551;641;538;440;627;585;582;696;678
597;388;369;429;372;431;556;429;524;556;613;510;429;625;579;597;665;668
611;389;364;418;399;449;562;436;541;562;586;481;418;623;573;611;633;658
597;357;354;429;397;443;556;409;512;556;593;498;429;650;591;597;634;653
582;326;344;440;395;437;551;381;484;551;600;516;440;676;610;582;635;648
568;294;333;451;393;431;546;353;456;546;608;533;451;702;628;568;636;643
553;263;323;462;392;425;541;325;427;541;615;550;462;728;647;553;636;638
543;270;334;474;391;423;533;316;413;533;619;563;474;729;649;543;635;629
532;277;346;486;391;421;526;308;398;526;624;576;486;731;652;532;634;620
522;284;357;499;390;419;518;299;383;518;628;589;499;732;654;522;633;611
511;291;369;511;390;417;511;291;369;511;632;602;511;733;656;511;632;602
504;299;383;523;390;419;500;284;357;500;633;611;523;732;654;504;628;589
496;308;398;536;391;421;490;277;346;490;634;620;536;731;652;496;624;576
489;316;413;548;391;423;479;270;334;479;635;629;548;729;649;489;619;563
481;325;427;560;392;425;469;263;323;469;636;638;560;728;647;481;615;550
476;353;456;571;393;431;454;294;333;454;636;643;571;702;628;476;608;533
471;381;484;582;395;437;440;326;344;440;635;648;582;676;610;471;600;516
466;409;512;593;397;443;425;357;354;425;634;653;593;650;591;466;593;498
460;436;541;604;399;449;411;389;364;411;633;658;604;623;573;460;586;481
466;429;524;593;372;431;425;388;369;425;665;668;593;625;579;466;613;510
471;422;506;582;346;412;440;387;374;440;696;678;582;627;585;471;641;538
476;414;489;571;320;394;454;386;379;454;728;689;571;629;591;476;669;566
481;407;472;560;294;375;469;386;384;469;759;699;560;630;597;481;697;595
489;403;459;548;293;373;479;387;393;479;752;688;548;631;599;489;706;609
496;398;446;536;291;370;490;388;402;490;745;676;536;631;601;496;714;624
504;394;433;523;290;368;500;389;411;500;738;665;523;632;603;504;723;639
