10;11;12;20;21;22;30;31;32;40;41;42;50;51;52;60;61;62
511;311;397;511;349;417;511;311;397;511;673;605;511;711;625;511;673;605
499;324;419;529;350;418;497;299;377;497;682;624;529;710;624;499;663;584
488;339;444;547;352;422;481;288;358;481;689;641;547;707;619;488;651;560
479;385;488;565;355;429;463;327;367;463;695;655;565;667;593;479;637;534
488;371;462;547;315;403;481;333;381;481;734;664;547;670;600;488;683;578
499;359;438;529;312;398;497;340;398;497;723;645;529;672;604;499;698;603
511;349;417;511;311;397;511;349;417;511;711;625;511;673;605;511;711;625
525;340;398;493;312;398;523;359;438;523;698;603;493;672;604;525;723;645
541;333;381;475;315;403;534;371;462;534;683;578;475;670;600;541;734;664
559;327;367;457;355;429;543;385;488;543;637;534;457;667;593;559;695;655
541;288;358;475;352;422;534;339;444;534;651;560;475;707;619;541;689;641
525;299;377;493;350;418;523;324;419;523;663;584;493;710;624;525;682;624
