10;11;12;20;21;22;30;31;32;40;41;42;50;51;52;60;61;62
511;390;420;511;289;366;511;390;420;511;731;653;511;632;605;511;731;653
513;390;418;509;289;366;512;391;423;512;730;650;509;632;604;513;733;656
515;390;416;506;289;367;514;392;425;514;728;647;506;632;604;515;734;658
517;390;415;504;290;367;515;393;428;515;726;645;504;632;603;517;736;660
519;389;413;501;290;368;517;393;430;517;725;642;501;632;603;519;737;662
522;389;411;499;290;368;518;394;433;518;723;639;499;632;603;522;738;665
524;389;409;496;290;369;520;395;436;520;721;636;496;632;602;524;740;667
526;389;407;494;291;369;521;396;438;521;719;633;494;632;602;526;741;669
528;388;406;491;291;369;523;397;441;523;718;630;491;632;601;528;743;672
530;388;404;489;291;370;524;398;443;524;716;627;489;632;601;530;744;674
532;388;402;486;291;370;526;398;446;526;714;624;486;631;601;532;745;676
534;388;400;484;292;371;527;399;448;527;713;621;484;631;600;534;747;679
536;387;399;481;292;371;529;400;451;529;711;618;481;631;600;536;748;681
539;387;397;479;292;372;530;401;454;530;709;615;479;631;599;539;750;683
541;387;395;476;293;372;532;402;456;532;707;612;476;631;599;541;751;685
543;387;393;474;293;373;533;403;459;533;706;609;474;631;599;543;752;688
545;387;391;472;293;373;535;403;461;535;704;607;472;631;598;545;754;690
547;386;390;469;293;374;536;404;464;536;702;604;469;631;598;547;755;692
549;386;388;467;294;374;538;405;467;538;701;601;467;631;597;549;757;695
551;386;386;464;294;375;539;406;469;539;699;598;464;631;597;551;758;697
553;386;384;462;294;375;541;407;472;541;697;595;462;630;597;553;759;699
556;386;383;459;300;379;542;408;475;542;692;589;459;630;595;556;753;697
559;386;382;457;305;383;543;410;479;543;686;584;457;630;594;559;747;695
562;386;381;455;310;386;544;411;482;544;680;578;455;629;593;562;741;693
565;386;380;453;315;390;545;413;486;545;675;572;453;629;592;565;734;691
568;386;379;451;320;394;546;414;489;546;669;566;451;629;591;568;728;689
571;387;378;449;326;397;547;416;492;547;664;561;449;628;589;571;722;687
574;387;377;446;331;401;548;417;496;548;658;555;446;628;588;574;715;685
577;387;376;444;336;405;549;419;499;549;652;549;444;628;587;577;709;683
579;387;375;442;341;408;550;420;503;550;647;544;442;627;586;579;703;680
582;387;374;440;346;412;551;422;506;551;641;538;440;627;585;582;696;678
585;387;373;438;352;416;552;423;510;552;636;532;438;627;584;585;690;676
588;387;372;435;357;419;553;425;513;553;630;527;435;626;582;588;684;674
591;388;371;433;362;423;554;426;517;554;625;521;433;626;581;591;677;672
594;388;370;431;367;427;555;428;520;555;619;515;431;626;580;594;671;670
597;388;369;429;372;431;556;429;524;556;613;510;429;625;579;597;665;668
600;388;368;427;378;434;557;431;527;557;608;504;427;625;578;600;659;666
603;388;367;424;383;438;559;432;530;559;602;498;424;625;576;603;652;664
606;388;366;422;388;442;560;434;534;560;597;493;422;624;575;606;646;662
609;389;365;420;393;445;561;435;537;561;591;487;420;624;574;609;640;660
611;389;364;418;399;449;562;436;541;562;586;481;418;623;573;611;633;658
609;382;362;420;398;448;561;431;535;561;587;485;420;629;577;609;633;657
606;376;360;422;398;447;560;425;529;560;588;488;422;634;580;606;634;656
603;370;358;424;397;446;559;420;524;559;590;492;424;639;584;603;634;655
600;363;356;427;397;444;557;414;518;557;591;495;427;644;588;600;634;654
597;357;354;429;397;443;556;409;512;556;593;498;429;650;591;597;634;653
594;351;352;431;396;442;555;403;507;555;594;502;431;655;595;594;634;652
591;345;350;433;396;441;554;397;501;554;596;505;433;660;599;591;634;651
588;338;348;435;396;440;553;392;495;553;597;509;435;665;603;588;635;650
585;332;346;438;395;438;552;386;490;552;599;512;438;670;606;585;635;649
582;326;344;440;395;437;551;381;484;551;600;516;440;676;610;582;635;648
579;319;342;442;395;436;550;375;478;550;602;519;442;681;614;579;635;647
577;313;339;444;394;435;549;370;473;549;603;523;444;686;617;577;635;646
574;307;337;446;394;434;548;364;467;548;605;526;446;691;621;574;635;645
571;300;335;449;394;433;547;358;461;547;606;530;449;696;625;571;635;644
568;294;333;451;393;431;546;353;456;546;608;533;451;702;628;568;636;643
565;288;331;453;393;430;545;347;450;545;609;536;453;707;632;565;636;642
562;281;329;455;393;429;544;342;444;544;611;540;455;712;636;562;636;641
559;275;327;457;392;428;543;336;438;543;612;543;457;717;639;559;636;640
556;269;325;459;392;427;542;330;433;542;614;547;459;722;643;556;636;639
553;263;323;462;392;425;541;325;427;541;615;550;462;728;647;553;636;638
551;264;325;464;391;425;539;323;424;539;616;553;464;728;647;551;636;636
549;265;327;467;391;425;538;321;421;538;617;555;467;728;648;549;636;634
547;267;330;469;391;424;536;320;418;536;618;558;469;729;648;547;636;632
545;268;332;472;391;424;535;318;415;535;619;561;472;729;649;545;635;631
543;270;334;474;391;423;533;316;413;533;619;563;474;729;649;543;635;629
541;271;337;476;391;423;532;315;410;532;620;566;476;729;650;541;635;627
539;272;339;479;391;423;530;313;407;530;621;568;479;730;650;539;635;625
536;274;341;481;391;422;529;311;404;529;622;571;481;730;651;536;635;623
534;275;343;484;391;422;527;309;401;527;623;574;484;730;651;534;634;622
532;277;346;486;391;421;526;308;398;526;624;576;486;731;652;532;634;620
530;278;348;489;390;421;524;306;395;524;624;579;489;731;652;530;634;618
528;279;350;491;390;421;523;304;392;523;625;581;491;731;653;528;634;616
526;281;353;494;390;420;521;303;389;521;626;584;494;731;653;526;633;615
524;282;355;496;390;420;520;301;386;520;627;586;496;732;653;524;633;613
522;284;357;499;390;419;518;299;383;518;628;589;499;732;654;522;633;611
519;285;360;501;390;419;517;297;380;517;629;592;501;732;654;519;633;609
517;286;362;504;390;419;515;296;377;515;629;594;504;732;655;517;632;607
515;288;364;506;390;418;514;294;375;514;630;597;506;733;655;515;632;606
513;289;366;509;390;418;512;292;372;512;631;599;509;733;656;513;632;604
511;291;369;511;390;417;511;291;369;511;632;602;511;733;656;511;632;602
510;292;372;513;390;418;509;289;366;509;632;604;513;733;656;510;631;599
508;294;375;516;390;418;507;288;364;507;632;606;516;733;655;508;630;597
507;296;377;518;390;419;505;286;362;505;632;607;518;732;655;507;629;594
505;297;380;521;390;419;503;285;360;503;633;609;521;732;654;505;629;592
504;299;383;523;390;419;500;284;357;500;633;611;523;732;654;504;628;589
502;301;386;526;390;420;498;282;355;498;633;613;526;732;653;502;627;586
501;303;389;528;390;420;496;281;353;496;633;615;528;731;653;501;626;584
499;304;392;531;390;421;494;279;350;494;634;616;531;731;653;499;625;581
498;306;395;533;390;421;492;278;348;492;634;618;533;731;652;498;624;579
496;308;398;536;391;421;490;277;346;490;634;620;536;731;652;496;624;576
495;309;401;538;391;422;488;275;343;488;634;622;538;730;651;495;623;574
493;311;404;541;391;422;486;274;341;486;635;623;541;730;651;493;622;571
492;313;407;543;391;423;483;272;339;483;635;625;543;730;650;492;621;568
490;315;410;546;391;423;481;271;337;481;635;627;546;729;650;490;620;566
489;316;413;548;391;423;479;270;334;479;635;629;548;729;649;489;619;563
487;318;415;550;391;424;477;268;332;477;635;631;550;729;649;487;619;561
486;320;418;553;391;424;475;267;330;475;636;632;553;729;648;486;618;558
484;321;421;555;391;425;473;265;327;473;636;634;555;728;648;484;617;555
483;323;424;558;391;425;471;264;325;471;636;636;558;728;647;483;616;553
481;325;427;560;392;425;469;263;323;469;636;638;560;728;647;481;615;550
480;330;433;563;392;427;466;269;325;466;636;639;563;722;643;480;614;547
479;336;438;565;392;428;463;275;327;463;636;640;565;717;639;479;612;543
478;342;444;567;393;429;460;281;329;460;636;641;567;712;636;478;611;540
477;347;450;569;393;430;457;288;331;457;636;642;569;707;632;477;609;536
476;353;456;571;393;431;454;294;333;454;636;643;571;702;628;476;608;533
475;358;461;573;394;433;451;300;335;451;635;644;573;696;625;475;606;530
474;364;467;576;394;434;448;307;337;448;635;645;576;691;621;474;605;526
473;370;473;578;394;435;445;313;339;445;635;646;578;686;617;473;603;523
472;375;478;580;395;436;443;319;342;443;635;647;580;681;614;472;602;519
471;381;484;582;395;437;440;326;344;440;635;648;582;676;610;471;600;516
470;386;490;584;395;438;437;332;346;437;635;649;584;670;606;470;599;512
469;392;495;587;396;440;434;338;348;434;635;650;587;665;603;469;597;509
468;397;501;589;396;441;431;345;350;431;634;651;589;660;599;468;596;505
467;403;507;591;396;442;428;351;352;428;634;652;591;655;595;467;594;502
466;409;512;593;397;443;425;357;354;425;634;653;593;650;591;466;593;498
465;414;518;595;397;444;422;363;356;422;634;654;595;644;588;465;591;495
463;420;524;598;397;446;419;370;358;419;634;655;598;639;584;463;590;492
462;425;529;600;398;447;416;376;360;416;634;656;600;634;580;462;588;488
461;431;535;602;398;448;413;382;362;413;633;657;602;629;577;461;587;485
460;436;541;604;399;449;411;389;364;411;633;658;604;623;573;460;586;481
463;434;535;599;393;445;416;389;367;416;638;657;599;624;575;463;593;490
465;432;529;595;388;441;421;389;370;421;643;657;595;624;576;465;600;498
468;430;523;590;382;437;426;389;373;426;648;657;590;625;578;468;607;507
470;427;517;585;377;432;431;389;376;431;653;657;585;625;579;470;615;516
473;425;511;581;371;428;436;389;378;436;658;656;581;626;581;473;622;524
476;423;505;576;366;424;441;389;381;441;663;656;576;626;582;476;629;533
478;420;499;571;360;420;446;389;384;446;668;656;571;627;584;478;637;541
481;418;493;567;355;416;451;389;387;451;673;656;567;627;586;481;644;550
483;416;486;562;349;412;456;389;389;456;678;656;562;627;587;483;651;559
486;413;480;558;344;407;461;389;392;461;682;655;558;628;589;486;658;567
488;411;474;553;338;403;466;390;395;466;687;655;553;628;590;488;666;576
491;409;468;548;333;399;471;390;398;471;692;655;548;629;592;491;673;584
493;406;462;544;327;395;476;390;401;476;697;655;544;629;593;493;680;593
496;404;456;539;322;391;481;390;403;481;702;655;539;630;595;496;688;602
498;402;450;534;316;387;486;390;406;486;707;654;534;630;597;498;695;610
501;399;444;530;311;382;491;390;409;491;712;654;530;631;598;501;702;619
503;397;438;525;305;378;496;390;412;496;717;654;525;631;600;503;710;627
506;395;432;520;300;374;501;390;414;501;722;654;520;631;601;506;717;636
508;393;426;516;294;370;506;390;417;506;727;653;516;632;603;508;724;645
